==== test ====
n_dim = 24
max_it = 1000, rtol = 1.00e-06
sor_omega = 1.50
solver type = "jacobi"

==== solver ====
solve with jacobi

iter	||true residual||	||relative residual||
224	                  inf	                  inf
225	                  inf	                  inf
226	                  inf	                  inf
227	                  inf	                  inf
228	                  inf	                  inf
229	                  inf	                  inf
230	                  inf	                  inf
231	                  inf	                  inf
232	                  inf	                  inf
233	                  inf	                  inf
234	                  inf	                  inf
235	                  inf	                  inf
236	                  inf	                  inf
237	                  inf	                  inf
238	                  inf	                  inf
239	                  inf	                  inf
240	                  inf	                  inf
241	                  inf	                  inf
242	                  inf	                  inf
243	                  inf	                  inf
244	                  inf	                  inf
245	                  inf	                  inf
246	                  inf	                  inf
247	                  inf	                  inf
248	                  inf	                  inf
249	                  inf	                  inf
250	                  inf	                  inf
251	                  inf	                  inf
252	                  inf	                  inf
253	                  inf	                  inf
254	                  inf	                  inf
255	                  inf	                  inf
256	                  inf	                  inf
257	                  inf	                  inf
258	                  inf	                  inf
259	                  inf	                  inf
260	                  inf	                  inf
261	                  inf	                  inf
262	                  inf	                  inf
263	                  inf	                  inf
264	                  inf	                  inf
265	                  inf	                  inf
266	                  inf	                  inf
267	                  inf	                  inf
268	                  inf	                  inf
269	                  inf	                  inf
270	                  inf	                  inf
271	                  inf	                  inf
272	                  inf	                  inf
273	                  inf	                  inf
274	                  inf	                  inf
275	                  inf	                  inf
276	                  inf	                  inf
277	                  inf	                  inf
278	                  inf	                  inf
279	                  inf	                  inf
280	                  inf	                  inf
281	                  inf	                  inf
282	                  inf	                  inf
283	                  inf	                  inf
284	                  inf	                  inf
285	                  inf	                  inf
286	                  inf	                  inf
287	                  inf	                  inf
288	                  inf	                  inf
289	                  inf	                  inf
290	                  inf	                  inf
291	                  inf	                  inf
292	                  inf	                  inf
293	                  inf	                  inf
294	                  inf	                  inf
295	                  inf	                  inf
296	                  inf	                  inf
297	                  inf	                  inf
298	                  inf	                  inf
299	                  inf	                  inf
300	                  inf	                  inf
301	                  inf	                  inf
302	                  inf	                  inf
303	                  inf	                  inf
304	                  inf	                  inf
305	                  inf	                  inf
306	                  inf	                  inf
307	                  inf	                  inf
308	                  inf	                  inf
309	                  inf	                  inf
310	                  inf	                  inf
311	                  inf	                  inf
312	                  inf	                  inf
313	                  inf	                  inf
314	                  inf	                  inf
315	                  inf	                  inf
316	                  inf	                  inf
317	                  inf	                  inf
318	                  inf	                  inf
319	                  inf	                  inf
320	                  inf	                  inf
321	                  inf	                  inf
322	                  inf	                  inf
323	                  inf	                  inf
324	                  inf	                  inf
325	                  inf	                  inf
326	                  inf	                  inf
327	                  inf	                  inf
328	                  inf	                  inf
329	                  inf	                  inf
330	                  inf	                  inf
331	                  inf	                  inf
332	                  inf	                  inf
333	                  inf	                  inf
334	                  inf	                  inf
335	                  inf	                  inf
336	                  inf	                  inf
337	                  inf	                  inf
338	                  inf	                  inf
339	                  inf	                  inf
340	                  inf	                  inf
341	                  inf	                  inf
342	                  inf	                  inf
343	                  inf	                  inf
344	                  inf	                  inf
345	                  inf	                  inf
346	                  inf	                  inf
347	                  inf	                  inf
348	                  inf	                  inf
349	                  inf	                  inf
350	                  inf	                  inf
351	                  inf	                  inf
352	                  inf	                  inf
353	                  inf	                  inf
354	                  inf	                  inf
355	                  inf	                  inf
356	                  inf	                  inf
357	                  inf	                  inf
358	                  inf	                  inf
359	                  inf	                  inf
360	                  inf	                  inf
361	                  inf	                  inf
362	                  inf	                  inf
363	                  inf	                  inf
364	                  inf	                  inf
365	                  inf	                  inf
366	                  inf	                  inf
367	                  inf	                  inf
368	                  inf	                  inf
369	                  inf	                  inf
370	                  inf	                  inf
371	                  inf	                  inf
372	                  inf	                  inf
373	                  inf	                  inf
374	                  inf	                  inf
375	                  inf	                  inf
376	                  inf	                  inf
377	                  inf	                  inf
378	                  inf	                  inf
379	                  inf	                  inf
380	                  inf	                  inf
381	                  inf	                  inf
382	                  inf	                  inf
383	                  inf	                  inf
384	                  inf	                  inf
385	                  inf	                  inf
386	                  inf	                  inf
387	                  inf	                  inf
388	                  inf	                  inf
389	                  inf	                  inf
390	                  inf	                  inf
391	                  inf	                  inf
392	                  inf	                  inf
393	                  inf	                  inf
394	                  inf	                  inf
395	                  inf	                  inf
396	                  inf	                  inf
397	                  inf	                  inf
398	                  inf	                  inf
399	                  inf	                  inf
400	                  inf	                  inf
401	                  inf	                  inf
402	                  inf	                  inf
403	                  inf	                  inf
404	                  inf	                  inf
405	                  inf	                  inf
406	                  inf	                  inf
407	                  inf	                  inf
408	                  inf	                  inf
409	                  inf	                  inf
410	                  inf	                  inf
411	                  inf	                  inf
412	                  inf	                  inf
413	                  inf	                  inf
414	                  inf	                  inf
415	                  inf	                  inf
416	                  inf	                  inf
417	                  inf	                  inf
418	                  inf	                  inf
419	                  inf	                  inf
420	                  inf	                  inf
421	                  inf	                  inf
422	                  inf	                  inf
423	                  inf	                  inf
424	                  inf	                  inf
425	                  inf	                  inf
426	                  inf	                  inf
427	                  inf	                  inf
428	                  inf	                  inf
429	                  inf	                  inf
430	                  inf	                  inf
431	                  inf	                  inf
432	                  inf	                  inf
433	                  inf	                  inf
434	                  inf	                  inf
435	                  inf	                  inf
436	                  inf	                  inf
437	                  inf	                  inf
438	                  inf	                  inf
439	                  inf	                  inf
440	                  inf	                  inf
441	                  inf	                  inf
442	                  inf	                  inf
443	                  inf	                  inf
444	                  inf	                  inf
445	                  inf	                  inf
446	                  inf	                  inf
447	                  inf	                  inf
448	                  inf	                  inf
449	                  inf	                  inf
450	                  inf	                  inf
451	                  inf	                  inf
452	                  inf	                  inf
453	                  inf	                  inf
454	                  inf	                  inf
455	                  inf	                  inf
456	                  inf	                  inf
457	                  inf	                  inf
458	                  inf	                  inf
459	                  inf	                  inf
460	                  inf	                  inf
461	                  inf	                  inf
462	                  inf	                  inf
463	                  inf	                  inf
464	                  inf	                  inf
465	                  inf	                  inf
466	                  inf	                  inf
467	                  inf	                  inf
468	                  inf	                  inf
469	                  inf	                  inf
470	                  inf	                  inf
471	                  inf	                  inf
472	                  inf	                  inf
473	                  inf	                  inf
474	                  inf	                  inf
475	                  inf	                  inf
476	                  inf	                  inf
477	                  inf	                  inf
478	                  inf	                  inf
479	                  inf	                  inf
480	                  inf	                  inf
481	                  inf	                  inf
482	                  inf	                  inf
483	                  inf	                  inf
484	                  inf	                  inf
485	                  inf	                  inf
486	                  inf	                  inf
487	                  inf	                  inf
488	                  inf	                  inf
489	                  inf	                  inf
490	                  inf	                  inf
491	                  inf	                  inf
492	                  inf	                  inf
493	                  inf	                  inf
494	                  inf	                  inf
495	                  inf	                  inf
496	                  inf	                  inf
497	                  inf	                  inf
498	                  inf	                  inf
499	                  inf	                  inf
500	                  inf	                  inf
501	                  inf	                  inf
502	                  inf	                  inf
503	                  inf	                  inf
504	                  inf	                  inf
505	                  inf	                  inf
506	                  inf	                  inf
507	                  inf	                  inf
508	                  inf	                  inf
509	                  inf	                  inf
510	                  inf	                  inf
511	                  inf	                  inf
512	                  inf	                  inf
513	                  inf	                  inf
514	                  inf	                  inf
515	                  inf	                  inf
516	                  inf	                  inf
517	                  inf	                  inf
518	                  inf	                  inf
519	                  inf	                  inf
520	                  inf	                  inf
521	                  inf	                  inf
522	                  inf	                  inf
523	                  inf	                  inf
524	                  inf	                  inf
525	                  inf	                  inf
526	                  inf	                  inf
527	                  inf	                  inf
528	                  inf	                  inf
529	                  inf	                  inf
530	                  inf	                  inf
531	                  inf	                  inf
532	                  inf	                  inf
533	                  inf	                  inf
534	                  inf	                  inf
535	                  inf	                  inf
536	                  inf	                  inf
537	                  inf	                  inf
538	                  inf	                  inf
539	                  inf	                  inf
540	                  inf	                  inf
541	                  inf	                  inf
542	                  inf	                  inf
543	                  inf	                  inf
544	                  inf	                  inf
545	                  inf	                  inf
546	                  inf	                  inf
547	                  inf	                  inf
548	                  inf	                  inf
549	                  inf	                  inf
550	                  inf	                  inf
551	                  inf	                  inf
552	                  inf	                  inf
553	                  inf	                  inf
554	                  inf	                  inf
555	                  inf	                  inf
556	                  inf	                  inf
557	                  inf	                  inf
558	                  inf	                  inf
559	                  inf	                  inf
560	                  inf	                  inf
561	                  inf	                  inf
562	                  inf	                  inf
563	                  inf	                  inf
564	                  inf	                  inf
565	                  inf	                  inf
566	                  inf	                  inf
567	                  inf	                  inf
568	                  inf	                  inf
569	                  inf	                  inf
570	                  inf	                  inf
571	                  inf	                  inf
572	                  inf	                  inf
573	                  inf	                  inf
574	                  inf	                  inf
575	                  inf	                  inf
576	                  inf	                  inf
577	                  inf	                  inf
578	                  inf	                  inf
579	                  inf	                  inf
580	                  inf	                  inf
581	                  inf	                  inf
582	                  inf	                  inf
583	                  inf	                  inf
584	                  inf	                  inf
585	                  inf	                  inf
586	                  inf	                  inf
587	                  inf	                  inf
588	                  inf	                  inf
589	                  inf	                  inf
590	                  inf	                  inf
591	                  inf	                  inf
592	                  inf	                  inf
593	                  inf	                  inf
594	                  inf	                  inf
595	                  inf	                  inf
596	                  inf	                  inf
597	                  inf	                  inf
598	                  inf	                  inf
599	                  inf	                  inf
600	                  inf	                  inf
601	                  inf	                  inf
602	                  inf	                  inf
603	                  inf	                  inf
604	                  inf	                  inf
605	                  inf	                  inf
606	                  inf	                  inf
607	                  inf	                  inf
608	                  inf	                  inf
609	                  inf	                  inf
610	                  inf	                  inf
611	                  inf	                  inf
612	                  inf	                  inf
613	                  inf	                  inf
614	                  inf	                  inf
615	                  inf	                  inf
616	                  inf	                  inf
617	                  inf	                  inf
618	                  inf	                  inf
619	                  inf	                  inf
620	                  inf	                  inf
621	                  inf	                  inf
622	                  inf	                  inf
623	                  inf	                  inf
624	                  inf	                  inf
625	                  inf	                  inf
626	                  inf	                  inf
627	                  inf	                  inf
628	                  inf	                  inf
629	                  inf	                  inf
630	                  inf	                  inf
631	                  inf	                  inf
632	                  inf	                  inf
633	                  inf	                  inf
634	                  inf	                  inf
635	                  inf	                  inf
636	                  inf	                  inf
637	                  inf	                  inf
638	                  inf	                  inf
639	                  inf	                  inf
640	                  inf	                  inf
641	                  inf	                  inf
642	                  inf	                  inf
643	                  inf	                  inf
644	                  inf	                  inf
645	                  inf	                  inf
646	                  inf	                  inf
647	                  inf	                  inf
648	                  inf	                  inf
649	                  inf	                  inf
650	                  inf	                  inf
651	                  inf	                  inf
652	                  inf	                  inf
653	                  inf	                  inf
654	                  inf	                  inf
655	                  inf	                  inf
656	                  inf	                  inf
657	                  inf	                  inf
658	                  inf	                  inf
659	                  inf	                  inf
660	                  inf	                  inf
661	                  inf	                  inf
662	                  inf	                  inf
663	                  inf	                  inf
664	                  inf	                  inf
665	                  inf	                  inf
666	                  inf	                  inf
667	                  inf	                  inf
668	                  inf	                  inf
669	                  inf	                  inf
670	                  inf	                  inf
671	                  inf	                  inf
672	                  inf	                  inf
673	                  inf	                  inf
674	                  inf	                  inf
675	                  inf	                  inf
676	                  inf	                  inf
677	                  inf	                  inf
678	                  inf	                  inf
679	                  inf	                  inf
680	                  inf	                  inf
681	                  inf	                  inf
682	                  inf	                  inf
683	                  inf	                  inf
684	                  inf	                  inf
685	                  inf	                  inf
686	                  inf	                  inf
687	                  inf	                  inf
688	                  inf	                  inf
689	                  inf	                  inf
690	                  inf	                  inf
691	                  inf	                  inf
692	                  inf	                  inf
693	                  inf	                  inf
694	                  inf	                  inf
695	                  inf	                  inf
696	                  inf	                  inf
697	                  inf	                  inf
698	                  inf	                  inf
699	                  inf	                  inf
700	                  inf	                  inf
701	                  inf	                  inf
702	                  inf	                  inf
703	                  inf	                  inf
704	                  inf	                  inf
705	                  inf	                  inf
706	                  inf	                  inf
707	                  inf	                  inf
708	                  inf	                  inf
709	                  inf	                  inf
710	                  inf	                  inf
711	                  inf	                  inf
712	                  inf	                  inf
713	                  inf	                  inf
714	                  inf	                  inf
715	                  inf	                  inf
716	                  inf	                  inf
717	                  inf	                  inf
718	                  inf	                  inf
719	                  inf	                  inf
720	                  inf	                  inf
721	                  inf	                  inf
722	                  inf	                  inf
723	                  inf	                  inf
724	                  inf	                  inf
725	                  inf	                  inf
726	                  inf	                  inf
727	                  inf	                  inf
728	                  inf	                  inf
729	                  inf	                  inf
730	                  inf	                  inf
731	                  inf	                  inf
732	                  inf	                  inf
733	                  inf	                  inf
734	                  inf	                  inf
735	                  inf	                  inf
736	                  inf	                  inf
737	                  inf	                  inf
738	                  inf	                  inf
739	                  inf	                  inf
740	                  inf	                  inf
741	                  inf	                  inf
742	                  inf	                  inf
743	                  inf	                  inf
744	                  inf	                  inf
745	                  inf	                  inf
746	                  inf	                  inf
747	                  inf	                  inf
748	                  inf	                  inf
749	                  inf	                  inf
750	                  inf	                  inf
751	                  inf	                  inf
752	                  inf	                  inf
753	                  inf	                  inf
754	                  inf	                  inf
755	                  inf	                  inf
756	                  inf	                  inf
757	                  inf	                  inf
758	                  inf	                  inf
759	                  inf	                  inf
760	                  inf	                  inf
761	                  inf	                  inf
762	                  inf	                  inf
763	                  inf	                  inf
764	                  inf	                  inf
765	                  inf	                  inf
766	                  inf	                  inf
767	                  inf	                  inf
768	                  inf	                  inf
769	                  inf	                  inf
770	                  inf	                  inf
771	                  inf	                  inf
772	                  inf	                  inf
773	                  inf	                  inf
774	                  inf	                  inf
775	                  inf	                  inf
776	                  inf	                  inf
777	                  inf	                  inf
778	                  inf	                  inf
779	                  inf	                  inf
780	                  inf	                  inf
781	                  inf	                  inf
782	                  inf	                  inf
783	                  inf	                  inf
784	                  inf	                  inf
785	                  inf	                  inf
786	                  inf	                  inf
787	                  inf	                  inf
788	                  inf	                  inf
789	                  inf	                  inf
790	                  inf	                  inf
791	                  inf	                  inf
792	                  inf	                  inf
793	                  inf	                  inf
794	                  inf	                  inf
795	                  inf	                  inf
796	                  inf	                  inf
797	                  inf	                  inf
798	                  inf	                  inf
799	                  inf	                  inf
800	                  inf	                  inf
801	                  inf	                  inf
802	                  inf	                  inf
803	                  inf	                  inf
804	                  inf	                  inf
805	                  inf	                  inf
806	                  inf	                  inf
807	                  inf	                  inf
808	                  inf	                  inf
809	                  inf	                  inf
810	                  inf	                  inf
811	                  inf	                  inf
812	                  inf	                  inf
813	                  inf	                  inf
814	                  inf	                  inf
815	                  inf	                  inf
816	                  inf	                  inf
817	                  inf	                  inf
818	                  inf	                  inf
819	                  inf	                  inf
820	                  inf	                  inf
821	                  inf	                  inf
822	                  inf	                  inf
823	                  inf	                  inf
824	                  inf	                  inf
825	                  inf	                  inf
826	                  inf	                  inf
827	                  inf	                  inf
828	                  inf	                  inf
829	                  inf	                  inf
830	                  inf	                  inf
831	                  inf	                  inf
832	                  inf	                  inf
833	                  inf	                  inf
834	                  inf	                  inf
835	                  inf	                  inf
836	                  inf	                  inf
837	                  inf	                  inf
838	                  inf	                  inf
839	                  inf	                  inf
840	                  inf	                  inf
841	                  inf	                  inf
842	                  inf	                  inf
843	                  inf	                  inf
844	                  inf	                  inf
845	                  inf	                  inf
846	                  inf	                  inf
847	                  inf	                  inf
848	                  inf	                  inf
849	                  inf	                  inf
850	                  inf	                  inf
851	                  inf	                  inf
852	                  inf	                  inf
853	                  inf	                  inf
854	                  inf	                  inf
855	                  inf	                  inf
856	                  inf	                  inf
857	                  inf	                  inf
858	                  inf	                  inf
859	                  inf	                  inf
860	                  inf	                  inf
861	                  inf	                  inf
862	                  inf	                  inf
863	                  inf	                  inf
864	                  inf	                  inf
865	                  inf	                  inf
866	                  inf	                  inf
867	                  inf	                  inf
868	                  inf	                  inf
869	                  inf	                  inf
870	                  inf	                  inf
871	                  inf	                  inf
872	                  inf	                  inf
873	                  inf	                  inf
874	                  inf	                  inf
875	                  inf	                  inf
876	                  inf	                  inf
877	                  inf	                  inf
878	                  inf	                  inf
879	                  inf	                  inf
880	                  inf	                  inf
881	                  inf	                  inf
882	                  inf	                  inf
883	                  inf	                  inf
884	                  inf	                  inf
885	                  inf	                  inf
886	                  inf	                  inf
887	                  inf	                  inf
888	                  inf	                  inf
889	                  inf	                  inf
890	                  inf	                  inf
891	                  inf	                  inf
892	                  inf	                  inf
893	                  inf	                  inf
894	                  inf	                  inf
895	                  inf	                  inf
896	                  inf	                  inf
897	                  inf	                  inf
898	                  inf	                  inf
899	                  inf	                  inf
900	                  inf	                  inf
901	                  inf	                  inf
902	                  inf	                  inf
903	                  inf	                  inf
904	                  inf	                  inf
905	                  inf	                  inf
906	                  inf	                  inf
907	                  inf	                  inf
908	                  inf	                  inf
909	                  inf	                  inf
910	                  inf	                  inf
911	                  inf	                  inf
912	                  inf	                  inf
913	                  inf	                  inf
914	                  inf	                  inf
915	                  inf	                  inf
916	                  inf	                  inf
917	                  inf	                  inf
918	                  inf	                  inf
919	                  inf	                  inf
920	                  inf	                  inf
921	                  inf	                  inf
922	                  inf	                  inf
923	                  inf	                  inf
924	                  inf	                  inf
925	                  inf	                  inf
926	                  inf	                  inf
927	                  inf	                  inf
928	                  inf	                  inf
929	                  inf	                  inf
930	                  inf	                  inf
931	                  inf	                  inf
932	                  inf	                  inf
933	                  inf	                  inf
934	                  inf	                  inf
935	                  inf	                  inf
936	                  inf	                  inf
937	                  inf	                  inf
938	                  inf	                  inf
939	                  inf	                  inf
940	                  inf	                  inf
941	                  inf	                  inf
942	                  inf	                  inf
943	                  inf	                  inf
944	                  inf	                  inf
945	                  inf	                  inf
946	                  inf	                  inf
947	                  inf	                  inf
948	                  inf	                  inf
949	                  inf	                  inf
950	                  inf	                  inf
951	                  inf	                  inf
952	                  inf	                  inf
953	                  inf	                  inf
954	                  inf	                  inf
955	                  inf	                  inf
956	                  inf	                  inf
957	                  inf	                  inf
958	                  inf	                  inf
959	                  inf	                  inf
960	                  inf	                  inf
961	                  inf	                  inf
962	                  inf	                  inf
963	                  inf	                  inf
964	                  inf	                  inf
965	                  inf	                  inf
966	                  inf	                  inf
967	                  inf	                  inf
968	                  inf	                  inf
969	                  inf	                  inf
970	                  inf	                  inf
971	                  inf	                  inf
972	                  inf	                  inf
973	                  inf	                  inf
974	                  inf	                  inf
975	                  inf	                  inf
976	                  inf	                  inf
977	                  inf	                  inf
978	                  inf	                  inf
979	                  inf	                  inf
980	                  inf	                  inf
981	                  inf	                  inf
982	                  inf	                  inf
983	                  inf	                  inf
984	                  inf	                  inf
985	                  inf	                  inf
986	                  inf	                  inf
987	                  inf	                  inf
988	                  inf	                  inf
989	                  inf	                  inf
990	                  inf	                  inf
991	                  inf	                  inf
992	                  inf	                  inf
993	                  inf	                  inf
994	                  inf	                  inf
995	                  inf	                  inf
996	                  inf	                  inf
997	                  inf	                  inf
998	                  inf	                  inf
999	                  inf	                  inf
1000	                  inf	                  inf
|| sol - ana_sol || _ 2 =                   inf
